   0.8134114227   -1.1528785875    2.1150414969
   1.8634114227   -1.1528785875    1.8336948449
   0.2884114227   -0.2435519135    1.8336948449
   0.2884114227   -2.0622052615    1.8336948449
   1.3384114227   -2.0622052615    1.8336948449
   1.8634114227   -1.1528785875   -1.8036118510
   0.2884114227   -0.2435519135   -1.8036118510
   0.2884114227   -2.0622052615   -1.8036118510
   1.3384114227   -2.0622052615   -1.8036118510
   0.8134114227   -1.1528785875   -2.0849585031
   1.4052056942    0.1279056687    2.0978448722
   2.4552056942    0.1279056687    1.8164982201
   1.9302056942    1.0372323427    1.8164982201
   0.3552056942    0.1279056687    1.8164982201
   1.9302056942   -0.7814210052    1.8164982201
   2.4552056942    0.1279056687   -1.8208084758
   1.9302056942    1.0372323427   -1.8208084758
   0.3552056942    0.1279056687   -1.8208084758
   1.9302056942   -0.7814210052   -1.8208084758
   1.4052056942    0.1279056687   -2.1021551278
   0.5918011466    1.2808017898    2.0828031663
   1.6418011466    1.2808017898    1.8014565143
   1.1168011466    2.1901284637    1.8014565143
   0.0668011466    2.1901284637    1.8014565143
   0.0668011466    0.3714751158    1.8014565143
   1.6418011466    1.2808017898   -1.8358501816
   1.1168011466    2.1901284637   -1.8358501816
   0.0668011466    2.1901284637   -1.8358501816
   0.0668011466    0.3714751158   -1.8358501816
   0.5918011466    1.2808017898   -2.1171968337
  -0.8134114284    1.1528785899    2.0849590777
  -0.2884114284    2.0622052639    1.8036124257
  -1.3384114284    2.0622052639    1.8036124257
  -1.8634114284    1.1528785899    1.8036124257
  -0.2884114284    0.2435519159    1.8036124257
  -0.2884114284    2.0622052639   -1.8336942702
  -1.3384114284    2.0622052639   -1.8336942702
  -1.8634114284    1.1528785899   -1.8336942702
  -0.2884114284    0.2435519159   -1.8336942702
  -0.8134114284    1.1528785899   -2.1150409223
  -1.4052056971   -0.1279056800    2.1021548832
  -0.3552056971   -0.1279056800    1.8208082312
  -1.9302056971    0.7814209939    1.8208082312
  -2.4552056971   -0.1279056800    1.8208082312
  -1.9302056971   -1.0372323540    1.8208082312
  -0.3552056971   -0.1279056800   -1.8164984647
  -1.9302056971    0.7814209939   -1.8164984647
  -2.4552056971   -0.1279056800   -1.8164984647
  -1.9302056971   -1.0372323540   -1.8164984647
  -1.4052056971   -0.1279056800   -2.0978451168
  -0.5918011485   -1.2808017827    2.1171976184
  -0.0668011485   -0.3714751087    1.8358509663
  -1.6418011485   -1.2808017827    1.8358509663
  -1.1168011485   -2.1901284566    1.8358509663
  -0.0668011485   -2.1901284566    1.8358509663
  -2.3367862573   -1.7931756404    1.0671976184
   0.1636947557   -2.9351070564    1.0671976184
  -2.3367862573   -1.7931756404   -1.0328023816
   0.1636947557   -2.9351070564   -1.0328023816
  -0.0668011485   -0.3714751087   -1.8014557296
  -1.6418011485   -1.2808017827   -1.8014557296
  -1.1168011485   -2.1901284566   -1.8014557296
  -0.0668011485   -2.1901284566   -1.8014557296
  -0.5918011485   -1.2808017827   -2.0828023816
   2.4311819976   -2.0461941462    1.3858445762
   1.7488506355   -2.9853426967    1.3858445762
   3.0414777211   -2.0461941462    0.5458445762
   0.6448153000   -3.4299078402    0.5458445762
   1.7211534817   -3.6196953019    0.5458445762
   2.6676693935   -3.0732240854    0.5458445762
   3.0414777211   -2.0461941462   -0.4924525249
   0.6448153000   -3.4299078402   -0.4924525249
   1.7211534817   -3.6196953019   -0.4924525249
   2.6676693935   -3.0732240854   -0.4924525249
   2.4311819976   -2.0461941462   -1.3324525249
   1.7488506355   -2.9853426967   -1.3324525249
   3.4815332096    0.2270305791    1.3553228292
   2.7992018475    1.1661791297    1.3553228292
   2.7992018475   -0.7121179714    1.3553228292
   4.0918289331    0.2270305791    0.5153228292
